aba	acostamento/berma/bainha/margem/borda
edifício	escolas/estádio/plantel/sacada/torres/varanda/vivenda/alojamento/altar/estufa/hall/hotel/letreiro/pavimento/piso/placar/ponte/prédio/restaurante/roque/torre/varanda/arena/balcão/cruz/dormitório/monumento/monumentos/viveiro/painel/abrigo/biblioteca/colégio/departamento/habitação/ruína/salão/centro/escola/placa/casa/andar/abatedouro/alcoice/alpendre/arcada/arco/arranha-céu/aviário/bobine/bordel/carroçaria/casadeoração/colunata/corcova/divisória/hangar/lupanar/matadouro/mezzanino/necrotério/pedraria/presbitério/prostíbulo/rotunda/taverna/transepto/trepa-trepa/alvenaria/arranha-céus/boteco/carroceria/chafariz/clube/coreto/favo/paredes/rosca/taberna/arquitetura/asilo/avaria/balcão/casco/hélice/ministério/obstrução/parede/pavilhão/contrapeso/defesa/espiral/estabelecimento/observatório/pilar/planetário/projeção/arquitectura/igreja/impedimento/monte/refúgio/templo/coluna/equilíbrio/teatro/fonte/arco/casa/obstáculo
edição	referência/livro/coletânea/coleção/periódico/publicação/revista/compêndio/leitura/jornal/impressão
educacionista	instrutor/docente/mestre/professor/directora/diretora/prof/prof./director/docente/diretor/acadêmico/leitor/professor
educador	instrutor/docente/mestre/professor/directora/diretora/prof/prof./director/docente/diretor/acadêmico/leitor/professor
educação	experiência/erudição/aprendizado/aprendizagem/esclarecimento/fundamento/sabedoria/base
efeito	efeitos/impacto/influência/tentação/produto/hipnotismo/mesmerismo/mossa/pertubação/subprodutos/estrago/manipulação/repercussão/impacto/incidência/exposição/resultado/diminuição/mudança
efeitos	pertubação
efeméride	consoada/ramnavami/feriado/festividade
efetividade	eficácia/incisividade/eficácia
efetuação	jeito/modo/maneira/ferramenta/meio/caminho/praxe/praxis/práxis/invocação/costumes/costume
eficiência	eficácia/incisividade/eficácia
eficácia	incisividade
electricidade	galvanismo/piezoelectricidade/piezoeletricidade/termoeletricidade/corrente/sinal
elegância	estilo/fulgor/pompa/garbo/modernidade/delicadeza/estilo/classe
eleição	cabimento/default/possibilidade/padrão/veto/preferência
elemento	destaque/realçe
elenco	circo/coro
eletricidade	galvanismo/piezoelectricidade/piezoeletricidade/termoeletricidade/corrente/sinal
elevado-high-handedness	hubris/húbris/arrogância
elevação	montanhas/morro/barranco/colina/montanha/ladeira/monte/cabeceiros/promontório/aresta/cume/escalada/cabo
eliminação	abandono/empréstimo
elipse	círculo
embalagem	penca/molho/fardo/feixe/pacote/tufo
embaraço	gravidez
embarcação	capitânia/cargueiro/draga-minas/navio-almirante/quebra-gelo/baleeiro/vapor
emblema	bandeira/numeral/pendão/bandeira/vareta/estandarte/pavilhão/águia/símbolo/selo/número/colofon/crachá/cólofon/diese/fasces/foice-e-martelo/heráldica/identificador/marcadores/monograma/prémio/prêmios/suástica/svástica/tarja/totem/brasão/cores/galardão/heráldica/sigla/simbolismo/sustenido/cruz/distintivo/estigma/nariz/prémio/coroa/dólar/prêmio/ícone/marca/cor/mancha/selo/variável/tipo
embrulho	tufo
emissão	telejornais/episódio/notícias/game-show/reprise/talk-show/show/programa
emoção	zanga/consternação/espírito/ira/cólera/temor/raiva/terror/humor/medo/alegria/ânsia/reverência/ódio/ansiedade/temor/aversão/preocupação/afeição/amor
empenho	batalha/dificuldade/luta/fricção/diligência/esforço
empobrecimento	indigência/privação/miséria/pobreza/destituição
empregado	ama/arrumadeira/balconista/caixeiro/camareira/criada/empregada/barman/boy/bárman/entregador/portaria/escriba/ferroviário/mercenário/obreiro/varredor/datilógrafo/jardineiro/redator/vendedor/trabalhador/operário
empregador	padrone/patrão/senhora/chefe/mestre
emprego	chácara/estudio/laboratorio/laboratórios/estúdio/granja/quinta/rito/laboratório/oficina/ritual/sítio/costume/fazenda/hábito/trabalho/estaleiro/estaleiros/ferraria/forja/padaria/pescaria/estúdio/eta/lavanderia/localização/central
empresa	agencia/transportação/turismo/agência/aventura/empresas/franquia/indústria/manufatura/transporte/distribuidor/expedição/cadeia/agro-indústria/agronegocio/agronegócio/holding/manufatureira/publicitação/subsidiária/sócios/thinktank/armazém/fabricante/finança/pesca/agricultura/construção/edifício/publicação/publicidade/gigante/serviço
empresas	editora/corporação
empresário	barao/contabilista/homemdenegócios/magnata/mercador/contador/controlador/dono/negociante/comerciante/proprietário/broker/exportador/importador/industrialista/pornógrafo/corretor/empreendedor/provedor/fornecedor/intermediário/industrial/operador
empurrão	arranco/cutucão/prensada/ímpeto/firewall/impulso/pressão
encabeçamento	manchete/cabeçalho/rubrica/subtítulo/lema
encargo	imposto
encendedor	fósforo/isqueiro
encepamento	seleção/gororoba/miscelânea/mistureba/selecção/gama/seleção/mistura
enchente	efusão
enchimento	almofada
encontro	sessão/compromisso/visita/conjunção/rendez-vous/rendezvous/vistoria/conjunção/inspeção/visita
encosta	declividade/ribeira/barranco/descida/declínio/margem/aclive/vertente/escarpa/declive/rampa/subida/ladeira
encosto	degrau/pedestal/prateleira/estante/suporte/barra/pé/base/abraçadeira/balaústre/espaldar/estribo/poleiro/prateleira/assento/pilar/perna/cadeira/pé
endereço	domicílio/residência/casa
endosso	auspício/cuidado
energia	electricidade/radiação/radiações/calor/electricidade/eletricidade
enfermeira	parteira
enfermeiro	parteira
enfermeiros	parteira
enfermidade	doenças/tumores/doença/amiloidose/indisposição/saturnismo/toxemia/intoxicação/colapso
enganação	obscurantismo/duplicidade/trapaça/astúcia/desonestidade/engano/ilusão/artimanha
engano	distorção/omissão/confusão/burrice/mácula/estupidez/fiasco/bobagem/gafe/descuido/impedimento/mancha/negligência/erro
engenharia	informática/bioengenharia/biotecnologia/biónica/biônica/ergonomia/nanotecnologia/nanotécnologia/ti
engenheiro	programador/topógrafo
ensejo	zica/infortúnio/azar
enterro	inumação/sepultamento/funeral/sepultura
entidade	abstração/coisa
entorno	habitat/cenário/partes/ambiente
entorpecente	medicamento/remédio/agonista/anestésicos/diurético/diuréticos/estimulantes/hipnótico/intoxicante/estimulante/narcótico/anestésico
entrada	inscrição/matricula/matrícula/registro/acolhida/acolhimento/admissão/intrusão/acesso
entrega	consignação/citação
entretenimento	edutainment/distracção/exibição/distração/divertimento/apresentação
entreterimento	edutainment/passa-tempo/distracção/exibição/hobby/distração/passatempo/divertimento/apresentação
entusiasmo	exuberância/tecnofilia/ânsia/anseio
envolvente	habitat/cenário/partes/ambiente
envólucro	camuflagem
enxofre	enxôfre
enxôfre	enxofre
epidemia	epidemias
episódio	drama/idílio/capítulo
equilíbrio	simetria/proporção
equino	égua/cavalo/babucha/bardoto/mu/mulo/pantufo/zebra/jumento/mula/asno
equinodermo	estrela-do-mar/ouriço-do-mar
equinodermos	estrela-do-mar/ouriço-do-mar
equipamento	acendedor/arapuca/encosto/engenhoca/filtros/gadget/reactor/reactores/satélites/sensor/aparato/apetrecho/armadilha/filtro/maquinaria/tecla/troço/alarme/apoio/encendedor/isqueiro/satélites/aparelho/satélite/chave/mecanismo/máquina/suporte/instrumento/ferramenta/rede/adaptador/aerofólio/anticoncepcional/aquecedores/ardil/bafómetro/bafômetro/benjamim/calçadeira/centrifuga/cinetoscópio/conector/contentor/contêiner/cotonete/etilómetro/etilômetro/exaustor/extintor/incubadora/indicadores/leque/magnete/mídia/parafernália/pegador/plectro/pêndulo/pós-combustão/roteador/router/separador/teclado/telégrafo/torquês/triturador/valva/vaporizador/íman/aparato/calçadeira/catapulta/chupeta/conversor/depurador/dispositivo/ferragens/implemento/isca/mobília/palheta/pente/quinquilharia/safira/semáforo/ímã/aquecedor/material/mobiliário/ventilador/alicate/aparelho/armamento/cerâmica/gerador/gravador/munição/recipiente/tenaz/válvula/botão/lâmpada/móvel/veículo/arma/luz/mecanismo/agulha/restrição/submarino/instrumento/sistema/controle/limitação/ferramenta/impressão/guarda/ligação
equipe	tripulação
equídeo	égua/cavalo/babucha/bardoto/mu/mulo/pantufo/zebra/jumento/mula/asno
equívoco	distorção/omissão/confusão/burrice/mácula/estupidez/fiasco/bobagem/gafe/descuido/impedimento/mancha/negligência/erro
era	idade/época/período/efêmera/pouquinho/quando/encarnação/minuto/instante/bocado/pouco/dificuldade/momento/segundo/dia/tempo/período
eros	libido/ninfomania/satirismo/satiríase/sensualidade/luxúria/paixão/amor
erosão	ablação/abrasão
erro	distorção/omissão/confusão/burrice/mácula/recidiva/estupidez/fiasco/inadimplência/lapso/quebra/bobagem/derrota/gafe/descuido/impedimento/mancha/perda/negligência
erupção	epidemias/epidemia
erva	grama/relva/acanto/agrimônia/alcaçuz/alfavaca/aneto/angélica/arnica/arruda/arruda-caprária/as-de-mim/aspidistra/aspárago/atríplex/açafrão-bastardo/açafrão-da-terra/bambu/beladona/camomila-romana/camomila-vulgar/carda/cerefólio/cominho/endro/epilóbio/epílobo/erva-cidreira/erva-de-gato/erva-dedal/erva-gigante/ervas/espargos/gramínea/gramíneas/hortelã/joá-de-capote/juncos/kniphófia/manjerona/menta/miosótis/mostarda-persa/não-me-esqueças/não-te-esquece/perrexil/phlox/phytolacca/pimenta-da-guiné/prímula/quiabeiro/raiz-forte/rheum/ruta/rúcula/sanguinaria/satureja/segurelha/serratula/smyrnium/solenostemon/stevia/stévia/symphytum/thymus/trifólio/tussilagem/tussilago/unha-de-cavalo/verbascum/viperina/wasabi/árnica/abacaxi/alecrim/alface/alfavaca/ananás/anis/aspargo/bambu/basílico/beringela/berinjela/borragem/camomila/campânula/cardamomo/cominho/cúrcuma/dedaleira/dente-de-leão/endro/espargo/f/gergelim/gerânio/ginseng/hortaliça/mandrágora/manjericão/morangueiro/plantago/ruibarbo/salsa/tabaco/timo/tomate/tomilho/aipo/amaranto/bananeira/coentro/fumo/gengibre/legume/linho/morango/pastagem/quiabo/salsão/sálvia/viola/cenoura/digital/funcho/pasto/chá/trevo/crista/vegetal
ervas	grama/relva/bambu/juncos/bambu
escalada	alpinismo/montanhismo
escaler	balsa/barca/barcaça/bateira/canhoneira/góndola/pinaça/gôndola/junco/rebocador/barco
escapada	evasão/fuga
escapatória	escapada/escape/fuga
escape	escapada/fuga/evasão/fuga
escassez	penúria/fome/falta/carência/ausência/deficiência/falta/carência
escola	conservatório/ginásio/primário/academia/colégio
escolas	conservatório
escolha	cabimento/default/votação/eleição/possibilidade/voto/padrão/amostragem/preferida/favorita/preferido/vontade/decisão/eleição/favorito/preferência/resolução
escova	pincel
escrita	criptografia/caligrafia/programação
escritor	ghost-writer/ghostwriter/argumentista/autora/biografista/biógrafo/dramaturgo/dramaturgos/ensaísta/folclorista/letrista/libretista/novelista/periodista/poetas/tratadista/comentarista/poeta/poetisa/jornalista
escritório	matriz/sede/base/bilheteira/secretaria/órgão
escrivaninha	secretária
escuridão	noite
escuta	ausculta/auscultação
escândalo	freneticidade
esforço	batalha/dificuldade/luta/incursão/jihad/libertação/chute/tacada/contribuição/fricção/diligência/ensaio/tentativa/batalha/pior/luta/teste
esmagamento	pulverização/trituração
espanto	sobressalto/estupefação/maravilha/admiração/surpresa
espaçamento	distância/equilíbrio/proporção/formação/desalinhamento/fenestração/dispersão/alinhamento/densidade/composição/concentração
espaço	pé-direito/estacionamento
especialista	expert/experto/louvado/terapeuta/investigador/experiente/perito/curandeiro/autoridade/anatomista/antiquário/cabalista/cdf/estimador/genealogista/geógrafo/geógrafos/horticulturista/jurisconsulto/nerd/nerdi/superdotado/agrônomo/arqueiro/comentarista/computador/jurista/observador/veterano/analista/lógico/parlamentar/árbitro/técnico/talento
espelho	retrovisor
esperança	optimismo/suspense/otimismo/febre
espirito	deidade/deidades/divinidade/fada/fadas/deus/deusa/divindade/anjo/espírito/deus/alma/fantasma/trickster/éon
espião	espiã
esporte	arco-e-flecha/ciclismo/espirobol/esqui/funambulismo/ginastica/ginástica/hóquei/judô/atletismo/equitação/esqui/hóquei/carreira/montanhismo/remo/corrida
esposa	dona-de-casa/cônjuge/esposo/marido/varão/mulher/homem/bígamo/marquesa/recém-casado/uxor/consorte/princesa
esposo	cônjuge/esposa/marido/varão/mulher/homem/bígamo/recém-casado/consorte
espécie	variante/versão/espécie-tipo
espécies	tipo/classe/espécie-tipo/jaez/laia/sabor/descrição/espécie/gênero/variedade/género/qualidade/estilo/tipo/classe
espírito	embevecimento/enlevo/psiquê/êxtase/alma/banshee/familiar/génio/gênio/numina/felicidade/gênio/satisfação/familiar/fantasma/estado/presença/alegria
esqueleto	calcanhar/espinhaço/espinha/costas/endoesqueleto/endosqueleto/exoesqueleto/exosqueleto/metacarpo/metatarso/tarso/costela/arco
esquema	globo/planetários/planetário/modelo
estabelecimento	academia/colonização/perfumaria/federação/instituição/universidade
estacada	sebe/sebes/eclusa/muro
estado	desemprego/prontidão/recontro/status/inimizade/integridade/relacionamento/rapidez/confronto/conflito/hostilidade/liberdade/preparação/situação/condição/emprego/conexão/relação/meio/serviço/ligação/classe/posição/actividade/condenação/decotes/desordem/existência/imaturidade/iminência/imperfeição/omnipotência/onisciência/ornamentação/utopias/coalizão/coligação/decote/sincretismo/utopia/ápice/acção/cargo/dependência/destruição/existência/ofício/perfeição/utopia/emoção/iluminação/maturidade/nível/sentimento/delegação/fase/separação/atividade/bagunça/conjunção/fusão/defeito/união/grau/ação/obrigação/poder/movimento/impressão/morte/ser/habilidade/relação/ligação
estado-maior	mediação
estação	estio/inverno/outono/primavera/verão/colheita/delegacia/pentecostes/quaresma/subestação/usina/advento/emissora/natal/usina/férias/observatório/polícia/páscoa/posto
estilo	moda/fala/moda/caimento/eloquência/eloqüência/feitio/grandiosidade/tersividade/verbosidade/alegoria/dispositivo/jeito/retórica/jargão/poesia/forma/maneira/corte
estimativa	capitalização
estimulante	coice/estímulo/revestimento/recompensa
estoque	tiragem/infraestructura/infraestrutura/infra-estrutura/provisão/emissão
estouro	detonação
estrada	escadaria/alameda/escada/passadeira/via/rodovia/órbita/trilha/boca/faixa/entrada/caminho/abordagens/atalho/autoestradas/caminhos/rumo/senda/trilhos/auto-estrada/beco/circuito/direcção/trilho/avenida/desvio/rodada/direção/rodovia/ronda/órbita/rua/trilha/acesso/pista/faixa/passagem/curso/caminho
estrago	detrimento/deformação/prejuízo
estrangeira	aupair/gringo/metecos/proscrito/exilado/gringo
estrangeiro	aupair/gringo/metecos/proscrito/exilado/gringo
estrato	proletariado/astenosfera/burguesia/casta/castas/cromosfera/estratosfera/exosfera/geosfera/hidrosfera/litosfera/mesosfera/mulherio/ozonosfera/termosfera/tropopausa/troposfera/casta/irmandade/ninja/submundo/crosta/fraternidade/neve/manto/superfície/mercado/mulher/ordem
estratégia	complô/conspiração/antiterrorismo/contra-terrorismo
estrela	planeta/anã-vermelha/asteroide/nova/planetesimal/quasar/quasares/supernova/supernovas/asteróide/planeta/satélites/satélite/sol
estrondo	arrasa-quarteirão/crosstalk
estrutura	estádio/rack/sacada/torres/varanda/alojamento/altar/infraestructura/infraestrutura/letreiro/pavimento/piso/placar/ponte/prédio/roque/torre/varanda/arena/balcão/cruz/infra-estrutura/monumento/monumentos/prateleira/calendário/edifício/painel/abrigo/esquema/placa/plano/casa/andar/alpendre/arcada/arco/bobine/cancela/cariótipo/carroçaria/colunata/corcova/divisória/fenotipo/fenótipo/hangar/mezzanino/moldura/padiola/pedraria/pérgola/reticulado/transepto/treliça/trepa-trepa/alvenaria/andador/armação/carroceria/chafariz/favo/fenestra/genótipo/grelha/montagem/ontologia/paredes/rosca/trama/arquitetura/asilo/balcão/casco/hélice/obstrução/parede/contrapeso/defesa/edifício/espiral/estabelecimento/observatório/pilar/projeção/arquitectura/impedimento/janela/monte/refúgio/coluna/equilíbrio/grade/fonte/arco/rede/obstáculo
