1940s	decênio/década
esquema	projecto/programação/projeto/imagem/figura/gráfico/ilustração/intenção/programa/plano/desenho
esquematismo	diagrama/planta/esquema/plano
esquerda	mão/pata
esqui	esporte
esquiador	atleta/desportista
esquife	caixa
esquilos	peles/pele
esquina	encruzilhada/cruzamento
essência	significância/significação/substância/significado/intenção
estabelecimento	edifício/tecido/estrutura/organização
estacionamento	lote
estadista	político
estado	autoridades/regime/espírito/governo/humor
estado-fantoche	autoridades/regime/governo
estado-unidense	habitante/morador
estafeta	corrida
estagflação	inflação
estagiária	dr./doutor/médico
estagiário	dr./doutor/médico
estalagem	alojamento/abrigo/casa
estaleiro	laboratório/oficina/emprego/trabalho
estaleiros	laboratório/oficina/emprego/trabalho
estalo	ruído
estambre	têxteis/pano/tecido/fazenda
estandarte	bandeira/pendão/bandeira/pavilhão
estande	boutique/loja/venda
estanho	metal/metais
estante	alfaia/encosto/movéis/mobília/apoio/mobiliário/prateleira/móvel/suporte
estatina	medicamento/remédio
estatua	escultura
estação	etapa/infra-estrutura/instalação/tempo/período
esteatopigia	obesidade/corpulência
esteatorreia	sintoma
esteatorréia	sintoma
estela	monumento/monumentos
estenógrafo	secretário/secretária
estequiometria	taxa/razão/proporção
esterilização	cirurgia/operação
esterno	osso
estibina	minérios/mineral
estigma	simbolo/símbolos/aceno/emblema/símbolo/sinal
estilete	implemento/instrumento/ferramenta
estilhaço	munição
estilingue	brinquedo/armamento/arma
estilo	implemento/mensagem/comunicação/instrumento/ferramenta
estima	saudação/honra
estimador	especialista
estimativa	critica/juízo/cálculo/julgamento
estimulante	entorpecente/droga/medicamento/remédio
estimulantes	entorpecente/droga/medicamento/remédio
estio	sazão/estação/tempo/período
estipe	caule/tronco
estipulação	premissa/pressuposto
estiva	materiais
estivador	obreiro/trabalhador/operário
estofador	artesão/artífice
estojo	caixa
estoque	cúmulo/mercadoria/monte/acúmulo/montão/produto/pilha/artigo/grupo
estorvo	vergonha
estrada	autoestrada/auto-estrada/jeito/via/modo/rodovia/maneira/ferramenta/meio/caminho
estrado	palanque/tablado/tribuna
estrago	alteração/consequência/conseqüência/modificação/variação/efeito/resultado/fim/mudança
estrangeiro	alguém/país/indivíduo/república/nação/alma/pessoa
estrangulador	matador/assassino
estrato	camada/população/gente/pessoal/povo
estratosfera	camada/estrato
estratégia	ciência
estreito	canal
estrela	actor/cantador/cantor/vocalista/ator/artista/intérprete
estribilho	música
estribo	encosto/apoio/suporte
estrilo	ruído
estrofe	texto
estroncio	metal/metais
estrondo	problema
estrume	química/substância
estrutura	constituição/composição
estrábico	alguém/indivíduo/alma/pessoa
estrôncio	metal/metais
estudante	alguém/garotinha/guria/menininha/meninota/mocinha/indivíduo/pupilo/menina/alma/aluno/garota/moça/pessoa/rapariga
estudio	aposento/laboratório/oficina/quarto/emprego/sala/trabalho
estudo	documentação/documento/concentração
estufa	plantel/prédio/viveiro/edifício
estupefação	consternação/temor/terror/medo
estupidez	equívoco/engano/falha/erro
estuprador	fora-da-lei/malfeitor/criminoso/bandido
estádio	edifício/tecido/estrutura
estágio	foguetes/rojão/etapa/foguete/tempo/período
estátua	escultura
estética	filosofia
estória	ficcionismo/ficção/narrativa/narração/ficção/notícia/notícias/literatura/história/artigo
estúdio	laboratório/oficina/emprego/trabalho
estúpido	alguém/tolo/indivíduo/alma/bobo/imbecil/pessoa/idiota
esófago	canal
esôfago	canal
eta	caracter/caractér/carácter/laboratório/letra/oficina/emprego/trabalho
etanol	álcoois/álcool
etica	filosofia
etimologia	crónica/crônica
etiologia	filosofia
etiqueta	rótulo
etmoide	osso
eucalipto	madeira
eufemismo	locução/provérbio/ditado/expressão/idioma
eufonia	som
euforia	alegria
eufórbio	arvoreta/arbusto/mato/moita
eunoco	homem
eunuco	homem
europa	colecção/coleção/aglomeração/acúmulo
europeu	habitante/morador
europol	polícia/lei
európio	metal/metais
evangelho	doutrina/filosofia
evangelismo	pregação/prédica/sermão
evangelização	pregação/prédica/sermão
evaporito	sedimento/depósito
evasividade	ambiguidade
evasão	escapada/escape/jeito/fuga/modo/maneira/ferramenta/meio/caminho
evidência	agouro/indício/presságio/indicação/sinal
evitação	rejeição
evocação	imaginação
ex	mulher/homem
ex-cônjuge	adulto
ex-marido	homem
ex-mulher	mulher
ex-namorado	homem
ex-prefeito	prefeito
ex-presidente	presidenta/presidente
examinador	investigador
excedente	categoria/porção/componente/parte
excelência	característica/qualidade
excepção	objeção/instância/exemplo/representante
excerto	passagem
exceção	objeção/instância/exemplo/representante
excisão	cirurgia/operação
excremento	lixo/resíduo
excrescência	tumores
excreção	lixo/resíduo
executivo	líder/administrador/gerente/cabeça/chefe/liderança/responsável
execução	acção/feito/ato/ação
exemplo	líder/instância/repreensão/chefe/representante
exercício	treinamento/treino/preparação/ano
exfoliação	apara
exibido	clava/porrete
exibição	entretenimento/diversão/entreterimento/divertimento
exigência	crise/dever/responsabilidade/obrigação
exilado	estrangeira/refugiado/refugiados/estrangeiro
existencialista	filósofo
existência	presença
exodontista	dentista/odontólogo
exoesqueleto	esqueleto
exoftalmia	sintoma
exogamia	conúbio/matrimónio/matrimônio/casal/casamento
exosfera	camada/estrato
exosqueleto	esqueleto
exostose	tumores
expansionismo	doutrina/filosofia
expansão	escopo/alcance/órbita/área
expatriação	migração
expectativa	expetativa/convicção/crença/fé/opinião
expectorante	medicamento/remédio
expediente	feito/conquista/façanha/realização
expedição	industria/campanha/empresa/negócio/comércio/partida
experiente	especialista
experimentador	alguém/indivíduo/alma/pessoa
experiência	experimento/educação/instrução
expert	especialista
experto	especialista
expetativa	convicção/crença/fé/opinião
expiração	falecimento/morte
explanação	ideia
explicação	explanação/ideia
explorador	alguém/indivíduo/alma/pessoa
exploradora	alguém/indivíduo/alma/pessoa
exploração	consideração/reflexão
explosivo	química/substância
explosão	ruído
exportação	comercialismo/mercantilismo/comércio
exposição	colecção/coleção/aglomeração/acúmulo/perigo
exposições	colecção/coleção/aglomeração/acúmulo
extensão	ampliação/tamanho/expansão/grandeza/dimensão/medida/espaço/magnitude/aumento/número
exterior	superfície
extirpação	cirurgia/operação
extra	actor/ator/artista/intérprete
extrapolação	cálculo
extrato	passagem
extrator	mecanismo
extremismo	ideologia
extremista	radical
extremo	grau
extrovertido	alguém/indivíduo/alma/pessoa
exuberância	alegria
exultação	alegria
exumação	acção/feito/ato/ação
exército	turba/montão/multidão
exórdio	introdução
f	caracter/caractér/carácter/letra
fabricação	produção
fabrico	produção
fac-símile	cópia/reprodução
faca	armamento/arma
face	alguém/semblante/indivíduo/aspecto/superfície/alma/pessoa/rosto/aparência/cara
faceta	característica/qualidade
fachada	frente
facho	luz
facilitador	alguém/criado/ajudante/indivíduo/assistente/alma/servidor/pessoa
facilitação	auxílio/socorro/ajuda/assistência
facinora	fora-da-lei/malfeitor/criminoso/bandido
facismo	ideologia
facsimile	cópia/reprodução
factorial	produtos/produto
factura	extrato
facturas	extrato
factóide	informação
facção	camarilha
facínora	fora-da-lei/malfeitor/criminoso/bandido
fadinha	biscoito/cookie/bolacha
fado	causador/causa
fago	vírus
faia	árvore
faixa	passadeira/objeto
fala	discurso/discussão
falafel	prato
falange	osso/exército
falatório	propaganda/promoção/publicidade/anúncio
falecido	alguém/indivíduo/alma/pessoa
falecimento	alteração/modificação/variação/mudança
falha	circunstâncias/greta/sina/racha/acção/feito/fresta/destino/ato/sorte/ação/fissura/fenda
falhanço	circunstâncias/sina/destino/sorte
falsificação	crime/ofensa/cópia/reprodução
falta	infringemento/violação/ausência/escassez/necessidade/deficiência/carência
fama	bisbilhotice/bisbolhetice/honra/fofoca
familiar	espírito/alma/fantasma
familiarização	experiência
família	clã/colecção/familia/conceito/coleção/parente/aglomeração/concepção/tribo/idéia/acúmulo/ideia
fan	proponente/defensor/advogado/representante
fanfarra	aria/toada/melodia
fanfarrão	clava/porrete
fantasia	ficcionismo/ficção/apetite/pretensão/anseio/literatura/desejo
fantasiado	actor/ator/artista/intérprete
fantasma	psiquê/espírito/ilusão/alma
fantoche	boneca/boneco
fanático	espetador/proponente/telespectador/espectador/observador/defensor/advogado/representante
faq	listagem/lista
fardo	penca/molho/feixe/pacote
farmacia	boutique/loja/venda
farmacopéia	colecção/coleção/aglomeração/acúmulo
farmácia	boutique/loja/venda
farol	torres/roque/torre/luz
farpa	apara/colecção/coleção/madeira/aglomeração/acúmulo
farsa	comédia
fascismo	ideologia
fase	etapa/tempo/período
fatalidade	falecimento/morte
fatia	porção
fato	informação
fatorial	produtos/produto
fatura	extrato
fauna	colecção/coleção/aglomeração/acúmulo
favo	edifício/tecido/estrutura
fazedor	alguém/indivíduo/alma/pessoa
fazenda	chácara/granja/quinta/terras/laboratório/oficina/sítio/possessão/emprego/propriedade/trabalho
fazendeiro	agricultor
fazer-de-conta	imaginação
façanha	feito/conquista/realização
faísca	fragmento
febre	sintoma/esperança
federalismo	ideologia
federalista	proponente/defensor/advogado/representante
feijoa	arvoreta/arbusto/mato/moita
feijão	fava
feira	shopping/liquidação/promoção
feitiço	encantamento
feito	conquista/façanha/realização
feitor	orientador/supervisor
feiura	semblante/aspecto/aparência
feixe	penca/molho/fardo/pacote
feiúra	semblante/aspecto/aparência
felicidade	espírito/humor
feltro	têxteis/pano/tecido/fazenda
feminilidade	feição/peculiaridade
feminismo	doutrina/filosofia/campanha/causa
fenda	greta/racha/fresta/espaço/fissura
fenestração	espaçamento/posição
fenol	ácido
fenomenologia	doutrina/filosofia
fenotipo	constituição/composição/estrutura
fenótipo	constituição/composição/estrutura
feocromocitoma	neoplasia/tumor/tumores
feriado	efeméride
ferida	traumatismo/dano/machucado/lesão/mal
ferido	população/gente/pessoal/povo
feridos	população/gente/pessoal/povo
ferimento	traumatismo/dano/machucado/lesão/acidente/mal
fermata	prolongamento/continuação
fermentação	álcoois/álcool
fermio	metal/metais
fermião	partículas/partícula
feromonas	secreção
feromônio	secreção
ferramenta	implemento/jeito/modo/maneira/instrumento/meio/caminho
ferraria	laboratório/oficina/emprego/trabalho
ferritina	proteína
ferro	metal/metais
ferro-velho	contentores/balde/tonel
ferrolho	barra
ferros	grilhão/algema/cadeia
ferroviário	assalariado/empregado/operário
fertilizante	química/substância
fervor	ardor/paixão
fervura	temperatura
festa	acontecimento
festival	etapa/celebração/festividade/festa/tempo/período
festividade	efeméride/etapa/feriado/tempo/período
fetiche	amuleto/talismã
feudo	terras/fazenda
fez	quepe/barrete/boné
fezes	lixo/resíduo
fi	caracter/caractér/carácter/letra
fiasco	equívoco/engano/falha/erro
fibra	têxteis/materiais/pano/célula/tecido/fazenda
fibras	têxteis/materiais/pano/célula/tecido/fazenda
fibrina	proteína
ficha	disco
ficheiro	listagem/lista
fidelidade	lealdade
fiduciário	alguém/indivíduo/alma/pessoa
figa	amuleto/talismã
figueira	árvore
figueira-da-índia	paleto/jaqueta
figura	projecto/adulto/programação/projeto/intenção/programa/plano
figurinha	cartão/carta
figurino	homem
fila	bicha/linha
filamento	thread/fibras/fibra
filantropia	ajuda
filaúnica	fila/bicha/linha
filha	criança/filho/menino
filho	descendência/parente/garoto/moço/descendente/rapaz/menino
filhote	criatura/animal/besta/bicho/ser
filicida	genitor/progenitor/pai/mãe
filipeta	reclame/reclamo/propaganda/publicidade/anúncio
filisteu	habitante/morador
filisteus	habitante/morador
filmagem	fotografia
filme	espectáculo/objeto/show
filosofia	convicção/crença/fé/opinião
filósofo	estudioso/erudito/especialista/acadêmico
filósofos	alguém/indivíduo/alma/pessoa
fim	fenómeno/fenômeno/chegada/meta/alvo/objectivo/ruína/conclusão/queda/resultado/final/intenção
fim-de-semana	etapa/tempo/período
final	chegada/conclusão/resultado/fim
finalidade	meta/alvo/objectivo/intenção
finança	industria/gestão/empresa/negócio/comércio/administração
fineza	dificuldade
fino	cerveja
firmamento	superfície
firmeza	feição/peculiaridade
firmware	código
fisga	brinquedo
fisiognomia	face/rosto/cara
fisiografia	geografia
fisiologismo	discriminação
fisionomia	face/rosto/cara
fisioterapia	terapias/terapia
fisioterapêuta	terapeuta/curandeiro
fissura	greta/racha/fresta/fenda
fita	gravação/gravação/objeto
fita-cola	coirela/listrão/fita
fitopatologia	doenças/doença
fitoplâncton	flora/planta/vegetal
fitoquímica	química/substância
fitoquímicos	química/substância
fitoterapia	terapias/terapia
flanela	têxteis/pano/tecido/fazenda
flecha	projéctil/torres/míssil/projétil/roque/torre
fleuma	langor/apatia
flipchart	gráfico
flogisto	substância
flogístico	substância
flor	etapa/tempo/período
flora	colecção/coleção/aglomeração/acúmulo
floração	ontogenia/ontogénese/etapa/crescimento/tempo/período
floresta	flora/vegetação/chão/locação/relevo/localização/solo/terra/ponto/lugar
florestas	chão/relevo/solo/terra
florete	gládio/espada
florista	boutique/loja/venda
florão	adorno/ornato/ornamento/decoração
fluido	matéria/substância
fluorita	minérios/mineral
flutuação	alteração/modificação/variação/mudança
fluxo	densidade/densidade/concentração
fluído	substância
focinho	nariz/olfato/frente
focinhos	frente
foco	concentração
fofoca	bisbilhotice/bisbolhetice/conversação/conversa
fogo	criticismo/crítica/julgamento
fogo-fátuo	ilusão/fantasia
fogueiro	obreiro/trabalhador/operário
foguete	viatura/veículo
foguetes	viatura/veículo
folclore	narrativa/narração/história
folclorista	autor/escritor
folha	folhagem/folhas/periódico/jornal/papel
folhado	bolo
folhas	verdura/hortaliça/legume/vegetal/papel/folha
folheado	camada/capa
folheador	artesão/artífice
folheto	livro
foliação	produção
