aba	fronteira/limite
ruminante	artiodáctilos/artiodátilos/artiodátilo/ungulados
ruminantes	artiodáctilos/artiodátilos/artiodátilo/ungulados
ruminar	raciocinar/cogitar/refletir/pensar
rumo	itinerário/itinerários/percurso/rota/linha/estrada/caminho
ruído	problema/ocorrente/ocorrência/acontecimento/som
ruína	demolição/destruição/desolação/apodrecimento/putrefação/deterioração/decomposição
récorde	obtenção/realização
répteis	vertebrado
réptil	vertebrado
sabedoria	feição/peculiaridade
saber	compreensão
sabonete	clareador
sabor	sensação
sabão	clareador
sacada	edifício/tecido/estrutura
sacanagem	recreaçao/diversão
sacanear	ironizar/menosprezar/zombar
sacar	retirar/retirar/retirar/remover/remover/remover/tirar/tirar/tirar
saco	contentor/contêiner/recipiente
sacola	contentor/contêiner/recipiente
sacolejo	agitação
sacudir	deslocar/mover/mexer/oscilar
safra	rendimento
sagacidade	feição/peculiaridade/inteligência
saia	vestuário/roupa
sair	deslocar/mover/mexer/alterar/mudar
sala	aposento/aposento/quarto/quarto
salada	prato
saliência	projeção
salpicar	desaguar/derramar
salto	propulsão/impulsão/transição
salvamento	recuperação
salvação	recuperação
salário	prestação
salão	prédio/edifício
sangue	genealogia
santo	deidade/deidades/divinidade/deus/deusa/divindade/deus
sapiência	feição/peculiaridade
sarar	melhorar
satisfazer	corresponder/combinar/concordar/provisionar/prover/abastecer/fornecer/servir
saudade	apetite/pretensão/anseio/desejo/anelo/anseio/desejo
saudar	acostar/comunicar/cumprimentar/transmitir
saudação	reconhecimento
sazão	etapa/tempo/período
saída	partida/instante/abertura/momento
secar	modificar/alterar/mudar/alterar/mudar
secretaria	agência/escritório
secretária	criado/ajudante/assistente/servidor/mesa
secretário	criado/ajudante/assistente/servidor
seda	têxteis/pano/tecido/fazenda
sedan	auto/automóvel/viatura/carro/veículo
sedativo	medicamento/remédio
sediar	abrigar/amparar
sedimento	matéria/substância
sedã	auto/automóvel/viatura/carro/veículo
segmentação	separação
segmento	tomo/secção/porção/porção/pedaço/parte/parte
segredo	informação
seguidor	alguém/indivíduo/alma/pessoa
seguir	viajar/viajar/caminhar/caminhar/ir/ir/andar/andar/agir/perseguir/resultar/atuar/provar/fazer
segundo	instante/momento
segurar	agarrar/agarrar/capturar/capturar/reter/guardar/ter/pegar/pegar/manter/agarrar/tomar/pegar
seio	anatomia
seleccionar	resolver/decidir
selecionar	resolver/decidir
selecção	acção/decisão/atividade/ato/ação
seleção	acção/atividade/ato/ação
selo	simbolo/simbolo/símbolos/símbolos/aceno/aceno/emblema/emblema/símbolo/símbolo/sinal/sinal
selva	chão/locação/relevo/localização/solo/terra/ponto/lugar
semana	etapa/etapa/tempo/tempo/período/período
semblante	aspecto/aparência/qualidade
semear	botar/pôr/colocar/carregar
semelhança	similardidade/qualidade
semestre	período
seminário	aula/curso
senda	trilha/estrada/caminho
senhor	homem/governante/governador
senhora	mulher/mulher
senhorita	mulher
sensatez	feição/peculiaridade
sensação	percepção/percepção/triunfo/êxito/sucesso
sentar	botar/pôr/colocar/carregar
sentar-se	botar/pôr/colocar/carregar/estar
sentido	conceito/idéia/pensamento/opinião/faculdade/talento
sentinela	guarda
sentir	aperceber/aperceber-se/perceber/entender
separar	deslocar/mover/expulsar/mexer/alterar/deslocar/mover/identificar/reconhecer/partir/mudar/mudar/mudar/mudar/dividir
sepultar	omitir/tampar/tapar/acobertar/ocultar/encobrir/esconder
sepultura	região/área
sequestrar	capturar/tomar/pegar
sequência	ordenação/ordem
seqüestrar	capturar/tomar/pegar
ser	alguém/indivíduo/alma/pessoa/organismo/situação/condição/estado/estar
serpear	viajar/caminhar/ir/andar
serra	formação
servidor	funcionário/serventuário/trabalhador/trabalhador
servir	trabalhar/bastar/provisionar/provisionar/operar/cumprir/prover/prover/abastecer/abastecer/fornecer/fornecer/funcionar/estar/ser/realizar/satisfazer/entregar/passar/dar
serviço	dever/obrigação
sessão	encontro/reunião
sesta	etapa/tempo/período
sexo	atividade
seção	fatia/música/documentos/porção/parte
show	atuação
significado	conceito/idéia/pensamento/importância/magnitude/opinião/mensagem/tópico/assunto/conteúdo
significar	indicar/transmitir/passar
significação	importância/magnitude/mensagem/tópico/assunto/conteúdo
significância	mensagem/tópico/assunto/conteúdo
simbolo	sinal
similardidade	semelhança/qualidade
simular	reproduzir
sinal	mensagem/mensagem/comunicação/comunicação/mudança
sinalizar	botar/pôr/colocar/carregar/informar/contar
sindicato	associação/sociedade/união/organização/ordem
sistema	metodo/método/método/métodos/técnica/agrupação/anatomia/apetrecho/equipamento/conjunto/instrumento/grupo
sitiar	assaltar/atacar
situar	botar/pôr/colocar/carregar/deslocar/mover
situação	condição/atributo/predicado/característica/condição/estado/propriedade
soar	ressoar/ressoar/parecer/fazer/fazer
sobra	pano
sobrecarta	contentor/contêiner/recipiente
sobremesa	prato
sobrenome	antenome/prenome/nome
sobrescrito	contentor/contêiner/recipiente
sobretudo	vestuário/roupa
sobrevir	resultar/provar
sobreviver	agir/atuar/fazer
sociedade	associação/união/organização/organização/ordem
socorrer	apoiar/suportar/ajudar
socorro	auxílio/ajuda/assistência/atividade/ocupação
sofrer	sentir/experimentar/alterar/estar/ser/mudar
sol	luz
solenidade	ritual
solidificar	mudar
solo	materiais/objeto/objeto
solos	objeto
soltar	proferir/deslocar/exprimir/mover/verbalizar/expressar
soluto	solução/solução/mistura/mistura
solução	substância/mistura/mistura
som	ocorrente/ocorrência/acontecimento/sensação
soma	conceito/concepção/idéia/quantidade/ideia/número/todo/unidade
somar	acrescer/acrescentar/crescer/aumentar
sombreiro	chapéu
sonecar	dormir/repousar/descansar/cochilar
sonhar	aperceber/aperceber-se/perceber/entender
sonho	perfeição
sono	etapa/tempo/período
sopa	prato
soror	membro
sorte	fenómeno/fenómeno/fenômeno/fenômeno/ocorrente/ocorrência/acontecimento
sorver	beber/tomar
sota	insectos/insetos/hemípteros/insecto/inseto
soterrar	omitir/tampar/tapar/acobertar/ocultar/encobrir/esconder
sub-figura	figura
sub-rotina	software/software/programa/programa
subida	formação
subir	ascender/ascender/viajar/caminhar/ir/andar/crescer/aumentar
subjazer	estar/ser
submergir	tampar/cobrir/deslocar/mover
submeter-se	entregar/dar
subornar	pagar
subrotina	software/programa
substanciar	causar/criar/provocar/fazer
substituir	modificar/alterar/mudar
substância	materiais/matéria
subtileza	dificuldade
subtrair	computar/calcular
subverter	modificar/alterar/mudar
suceder	ocorrer/acontecer/passar/resultar/provar
sucesso	triunfo/êxito/obtenção/realização
sucessão	ordenação/sequência/série/atividade/ação
sucumbir	entregar/dar
sufocar	matar
sugar	beber/tomar
sugerir	informar/contar
sujar	modificar/alterar/mudar
sujeito	varão/macho/homem
sumptuosidade	abundancia/riqueza/poder
suntuosidade	abundancia/riqueza/poder
superfície	camada/estrato/artefato/fronteiras/fronteira/limite
superior	líder/chefe
supervisor	orientador/superior
suplementar	anexar/juntar/unir
supor	solucionar/antecipar/antecipar/antecipar/resolver
suportar	consentir/permitir/deixar
suporte	encosto/apoio/auxílio/socorro/ajuda/assistência/aparato/dispositivo/aparelho/equipamento/atividade/mecanismo/ocupação/instrumento/ferramenta
suposição	conceito/concepção/possibilidade/idéia/teoria/hipótese/ideia
suprimentos	nutriente/comida/alimento
suprir	prover/prover/abastecer/abastecer/fornecer/fornecer/provisionar/prover/abastecer/fornecer/servir/entregar/dar
surgir	parecer
surpreender	agir/atuar/fazer
surpresa	alteração/modificação/variação/mudança
surto	ocorrente/ocorrente/ocorrência/ocorrência/acontecimento/acontecimento
suspender	pendurar/encerrar/encerrar/encerrar/finalizar/finalizar/finalizar/concluir/concluir/concluir/terminar/terminar/terminar
suspensão	solução/intervalo/mistura/tempo
suspirar	ansiar/querer/desejar
sussurrar	proferir/ressoar/verbalizar/conversar/soar/falar/dizer/fazer
sustentar	teimar/insistir/sentir/experimentar/ter
sutileza	dificuldade
século	etapa/etapa/etapa/tempo/tempo/tempo/período/período/período
séculos	etapa/tempo/período
série	sequência/ordem
símbolo	simbolo/símbolos/aceno/emblema/sinal/sinal
símbolos	sinal
sítio	laboratório/oficina/emprego/trabalho/gleba/terreno/região
sólida	matéria/substância/formato/forma
sólido	matéria/substância/formato/forma
sótão	pavimento/piso/andar
súdito	alguém/indivíduo/alma/pessoa
súplica	requerimento/requisição/solicitação/pedido/petição/apelo
tabela	array/ordem
tabuleiro	superfície
tacada	esforço/tentativa
tacto	tempo
tagarelar	proferir/verbalizar/conversar/falar/dizer
talento	cognição/noção/conhecimento/compreensão/capacidade/capacidade/poder/poder/habilidade/habilidade
tamanco	calçados/calçado
tamanho	grandeza/grandeza/magnitude/magnitude/número/número
tampa	cobertura/capa
tapete	cobertura/capa
taramela	apêndice
tarde	etapa/tempo/período/jornada/jornada/dia/dia
tarefa	dever/obrigação/atividade/ocupação/trabalho
taxa	gastos/custos/imposto/preço/custo
taxação	imposto
taxi	auto/automóvel/viatura/carro/veículo
teatro	prédio/edifício/comunicado/comunicação
tecido	anatomia/artefato/artefato
tecla	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
tecnologia	disciplina/campo/domínio
telecomunicar	comunicar/transmitir
telefonar	telecomunicar
telefone	sinal
telegrama	mensagem
telhado	proteção/capa
tema	conceito/idéia/pensamento/opinião/mensagem/tópico/assunto/conteúdo
temor	abalo/comoção/emoção/sentimento/ânsia/ansiedade/preocupação
temperamento	índole/atributo/natureza/predicado/característica/propriedade
tempero	ingrediente
templo	prédio/prédio/edifício/edifício/casadeoração/igreja
tempo	etapa/etapa/etapa/etapa/etapa/etapa/período/período/período/período/período/período/atributo/predicado/característica/propriedade
temporada	etapa/etapa/tempo/tempo/período/período
tenda	asilo/refúgio
tendência	atitude
tensionar	afectar/afetar
tentar	balizar/comover/agir/emocionar/atuar/estimular/avaliar/excitar/julgar/fazer
tentativa	esforço/esforço/atividade/ocupação
teoria	conceito/concepção/idéia/ideia
teorizar	antecipar
ter	abarcar/incluir/conter/apresenta/dispõe/doer/sofrer
terapia	medicamento/remédio
terminar	modificar/alterar/mudar/encerrar/encerrar/encerrar/finalizar/finalizar/finalizar/concluir/concluir/concluir
terno	vestuário/roupa
terpena	tristeza/pesar
terra	chão/relevo/objeto/objeto/solo/solo
terras	imobiliária/imóvel
terreno	gleba/região/região/região
território	regiões/regiões/região/região
terror	abalo/comoção/consternação/emoção/sentimento/temor/medo
testa	traço
testar	balizar/avaliar/julgar
teste	esforço/tentativa/comunicado/comunicação
testemunhar	informar
testificar	informar
teto	proteção/capa
texto	documentos
thread	materiais
tinta	materiais/camada/capa/colorante/corante/cor
tintura	colorante/corante/tez/tinta/cor/cor
tio	parente
tipo	categoria/família/classe/categoria/categoria/espécies/espécies/raça/raça/género/género/classe/classe
tique-taque	ressoar/soar/fazer
tira	tomo/secção/porção/pedaço/parte
tirar	cerrar/fechar/deslocar/mover/retirar/retirar/retirar/retirar/retirar/remover/remover/remover/remover/remover/remover
tiritar	estremecer/tremular/sacudir/tremer/tremer/agitar
tiro	ataque/propulsão/impulsão
tirotear	lesionar/lesar/ferir/machucar
tocador	intérprete
tocar	desempenhar/apresentar/fazer/deslocar/deslocar/mover/mover/ressoar/soar/fazer
todo	objeto
tolerar	consentir/permitir/deixar
tolher	impedir/atrapalhar/evitar
tom	tez/cor
tomar	ingerir/ingerir/consumir/consumir/agarrar/pegar
tombar	perecer/falecer/expirar/morrer
topar	comprar/obter/adquirir/receber
topo	região
toque	acção/feito/ato/ação/ocorrente/ocorrência/acontecimento/som
torcer	modelar/formar/deformar
torcer-se	deslocar/mover/mexer
tornar	alterar/alterar/virar/mudar/mudar/mudar
tornar-se	deslocar/mover/mexer
torneio	certame/concurso/competição/partida/jogo
torrar	despender/gastar
torre	edifício/tecido/estrutura
torres	edifício/tecido/estrutura
torrão	aglomeração
torso	anatomia
torturar	angustiar/doer/machucar
torção	rotação
tossir	retirar/remover/tirar
tostar	esquentar/aquecer
totalidade	conceito/concepção/idéia/ideia/todo/unidade
totalizar	soma/quantidade/número/estar/ser
trabalhador	alguém/indivíduo/alma/pessoa
trabalhar	transubstanciar/transmudar/manejar/manusear/manipular/transformar
trabalho	bens/atividade/ocupação/tarefa/produto/produção
traduzir	modificar/alterar/mudar
traição	desonestidade
traje	vestimenta/cobertura/vestuário/vestuário/capa/roupa/roupa/vestido
trama	têxteis/pano/tecido/fazenda
tramitar	interagir
tramitação	debate/discussão
trancar	fixar/prender
transa	atividade
transaccionar	interagir
transacionar	interagir
transar	acasalar/copular
transação	negócio
transcrever	escrever
transferir	ceder/entregar/passar/dar/deslocar/mover
transformar	modificar/modificar/modificar/moldar/alterar/alterar/alterar/forjar/modelar/formar/mudar/mudar/mudar/alterar/mudar
transformação	alteração/modificação/variação/mudança
transgressão	delito/atividade/ocupação
transito	colecção/coleção/aglomeração/acúmulo
transição	alteração/modificação/variação/mudança
transladar	deslocar/mover
transmissão	comunicado/comunicação
transmitir	ceder/entregar/passar/dar/interagir/comunicar/deslocar/deslocar/mover/mover/informar/contar/dar
transmudar	modificar/modificar/alterar/alterar/mudar/mudar
transmutar	alterar/mudar
transmutação	alteração/modificação/variação/mudança
transportar	deslocar/deslocar/deslocar/mover/mover/mover
transportação	industria/empresa/negócio/comércio
transporte	industria/empresa/negócio/comércio
transubstanciar	modificar/alterar/mudar
trapacear	victimizar/vitimar
trapeira	pavimento/piso/andar
traqueófitos	flora/planta/vegetal
traseiro	anatomia/anatomia/componente/região
traslado	mudança
tratamento	assintência/gestão/cuidado/administração
tratar	encetar/interagir/abordar/lidar/cuidar/guiar/iniciar
trautear	cantar
trava	obstrução/impedimento/obstáculo
travessia	traslado/deslocamento/movimento
travessura	recreaçao/diversão
trazer	modificar/alterar/mudar/deslocar/deslocar/mover/mover/apresentar/mostrar
traçar	marcar
traço	anatomia
tração	propulsão/impulsão
trecho	continuidade/duração
treinamento	atividade/ocupação
treinar	leccionar/leccionar/lecionar/lecionar/ensinar/ensinar/lustrar/polir/refinar/instruir/instruir/refrear/limitar/controlar
treino	atividade/ocupação
tremedeira	consternação/temor/terror/medo
tremelicar	estremecer/tremular/tiritar/tremer
tremer	arredar/estremecer/tremular/tiritar/deslocar/mover/puxar/mexer/sacudir/agitar/tirar
tremor	consternação/temor/terror/medo
tremular	sacudir/tremer/agitar
tremura	consternação/temor/terror/medo
trepar	ascender/subir/acasalar/copular
tresandar	recender/feder/cheirar
trevas	iluminação
tribunal	assembleia/assembléia
tributo	imposto
trilha	curso/caminho/via/estrada/caminho
trilho	trilha/estrada/caminho
trilhos	trilha/estrada/caminho
trimestre	etapa/tempo/período
trinado	ruído/som
trinar	cantar
trinco	apêndice
tristeza	desgosto/mágoa/dor/pesar/pesar/pesar
triturar	fragmentar
trituração	esmagamento/compactação
triunfo	obtenção/realização
trocar	modificar/alterar/substituir/mudar/vestir-se/arrumar-se/transferir/vestir
tronco	anatomia/anatomia/órgão
tropa	turba/montão/multidão
tropeçar	caminhar/ir/andar
trote	recreaçao/diversão
trucidar	matar
tráfego	colecção/coleção/aglomeração/acúmulo
tránsito	colecção/coleção/aglomeração/acúmulo
trâmite	acção/atividade/ato/ação
trânsito	colecção/colecção/coleção/coleção/aglomeração/aglomeração/acúmulo/acúmulo
tumba	região/área
tumor	tumores
tumores	enfermidade/doença
turba	montão/multidão/reunião
turista	alguém/indivíduo/alma/pessoa
turma	reunião
turno	componente
tutela	protecção/proteção
tábua	chapa/lousa/placa
táctica	programa
tática	programa
táxi	auto/automóvel/viatura/carro/veículo/carruagem
tâmara	fruta
técnica	capacidade/poder/habilidade/habilidade/habilidade/talento
têmpora	traço
têxteis	artefato
título	antenome/prenome/nome/denominação/antenome/prenome/nome
tópico	mensagem/comunicação/mensagem/assunto/conteúdo
túmulo	região/área
uivar	ressoar/soar
umbigo	lugar
ungulados	perissodáctilos/mamífero
unidade	objeto/totalidade
unificar	modificar/alterar/mudar/ingressar/juntar-se/associar-se
unificação	composição/combinação
uniforme	vestimenta/vestuário/traje/roupa/vestido
unir	acrescer/somar/acrescentar/adicionar
universidade	estabelecimento
universo	colecção/coleção/aglomeração/acúmulo
união	organização/jogo/grupo/situação/condição/estado/estado/ligação
urgir	aconselhar/sugerir/propor
ursídeos	brinquedo
usar	ingerir/vestir-se/arrumar-se/consumir/vestir/tomar
usina	fábrica/planta
uso	acção/feito/ato/ação/atividade/ocupação
utensílio	implemento/instrumento/ferramenta
utilização	uso/atividade/ocupação
vacilar	adiar
vadear	caminhar/ir/andar
vadiar	viajar/caminhar/ir/andar
vaga	movimento
vagabundear	viajar/caminhar/ir/andar
vagar	viajar/viajar/viajar/caminhar/caminhar/caminhar/ir/ir/ir/andar/andar/andar
vaguear	viajar/caminhar/ir/andar
valer	estar/ser
validade	legalidade
valor	qualidade
valorizar	considerar/achar/ver
valência	poder
vapor	embarcação/navios/navio/barco/suspensão
vaporizar	mudar
vara	implemento/instrumento/ferramenta
varanda	edifício/edifício/tecido/tecido/estrutura/estrutura
variante	espécie/variedade/género/tipo/classe
variação	alteração/modificação/mudança/ocorrente/ocorrência/acontecimento
variedade	categoria/espécies/raça/género/tipo/classe
varrer	deslocar/deslocar/mover/mover/mexer/mexer/assear/purgar/limpar
varão	alguém/indivíduo/alma/pessoa
vasculhar	revistar/buscar/procurar
vasilha	contentor/contentor/contentor/contêiner/contêiner/contêiner/recipiente/recipiente/recipiente
vasilhame	contentor/contêiner/recipiente
vaso	condutas/tubo/contentor/contêiner/recipiente
vassourar	deslocar/mover/mexer
vegetal	hortifruti/hortifruto/verdura/hortaliça/legume/organismo/ser
vegetação	colecção/coleção/aglomeração/acúmulo
vela	pano
velhice	época/período
vencimento	desastre
venda	comercialismo/shopping/mercantilismo/comércio
vender	estar/ser/trocar
venerar	considerar/achar/ver
ventilador	aparato/aparato/dispositivo/dispositivo/aparelho/aparelho/equipamento/equipamento/mecanismo/mecanismo/instrumento/instrumento/ferramenta/ferramenta
ventre	anatomia
ver	aperceber/aperceber/aperceber-se/aperceber-se/conjeturar/conjecturar/imaginar/perceber/perceber/pensar/pensar/entender/entender/achar/avistar/divisar/checar/conferir/mirar/mirar/observar/observar/olhar/olhar
verbalizar	comunicar/causar/criar/transmitir/provocar/fazer
verdade	informação/conhecimento
verdura	hortifruti/hortifruto
vergar	deformar
vergonha	desonra
verme	invertebrados/invertebrado/larva
vermelho	custo
versão	espécie/variedade/género/tipo/classe
vertebrado	cordados
verter	deslocar/mover
verão	sazão/estação/tempo/período
vespa	himenópteros
vestido	vestimenta/cobertura/vestuário/vestuário/traje/capa/roupa/roupa
vestimenta	cobertura/capa
vestir	vestir-se/arrumar-se/alterar/mudar
vestir-se	alterar/mudar
vestuário	vestimenta/vestimenta/cobertura/traje/traje/capa/roupa/roupa/vestido/vestido
vez	ocorrência/instância/ocasião/caso/exemplo/atividade/ocupação
veículo	apetrecho/equipamento/instrumento
via	artefato/estrada/caminho
viagem	travessia/traslado/deslocamento/movimento
viajante	alguém/indivíduo/alma/pessoa
viajar	caminhar/caminhar/ir/ir/andar/andar
viatura	veículo
viciar	modificar/alterar/mudar
victimizar	injustiçar/maltratar
victimização	maltrato
vida	alguém/etapa/etapa/etapa/indivíduo/motivação/alma/necessidade/motivo/pessoa/intenção/tempo/tempo/tempo/período/período/período/existência/existência/existência/existência/experiência/ser/ser
videira	traqueófitos
vidro	louça/sólida/sólido
vigia	designação/tarefa
vigor	força
vigília	guarda
vila	municipalidade/município/comunidade
vinda	acção/chegada/atividade/ato/ação
vindouro	tempo
violência	agressão/hostilidade/intensidade
vir	viajar/caminhar/ir/andar
virada	conjuntura/ocasião/ponto
virar	virar-se/virar-se/virar-se/deslocar/deslocar/mover/mover/tornar-se/tornar-se/tornar-se/mexer/mexer/alterar/alterar/deslocar/mover/mudar/mudar
virar-se	deslocar/mover/mexer/agir/atuar/fazer
virtude	importância/valor/qualidade
visita	visitante/turista/viajante
visitante	visita/turista/viajante
vislumbrar	mirar/observar/olhar/ver
vistoria	inspecionar/examinar
vistoriar	inspecionar/examinar/ver
visualizar	conjeturar/conjecturar/imaginar/pensar
visão	orientação
vitimar	injustiçar/maltratar
vitória	ocorrente/ocorrência/acontecimento
viveiro	prédio/edifício
viveirodeplantas	terras/fazenda
vivenda	morada/aposento/moradia/prédio/domicílio/residência/edifício/habitação/lar/casa
viver	estar
vizinhança	circunscrição/comarca/districto/distrito/território/domínio/comunidade
vizinho	alguém/indivíduo/alma/pessoa
voar	operar/viajar/caminhar/controlar/ir/andar/viajar/ir/andar
vocação	comunidade/grupo
vociferar	proferir/verbalizar/conversar/falar/dizer
volta	chegada/vinda
voluntariar	agir/atuar/fazer
vontade	faculdade/talento
votar	seleccionar/selecionar/escolher
votação	selecção/escolha/seleção
voto	comunidade/selecção/escolha/seleção/grupo
vovozinha	avós/avó/avô
vovó	avós/avó/avô
vovô	avós/avó/avô
voz	mensagem/comunicação/som
vulgo	população/gente/pessoal/povo
vácuo	região
vão	abertura
vértice	lugar
véspera	jornada/dia
víscera	órgão
zanga	abalo/comoção/emoção/sentimento
zoar	ironizar/menosprezar/zombar
zombar	tratar/ironizar/menosprezar
zona	região/área
zumbir	estar/ser
ábside	nicho
água	infra-estrutura/instalação/líquido
ápice	nível/fase/situação/condição/estado/grau
árbitro	alguém/indivíduo/alma/pessoa
área	regiões/região/matéria/tópico/assunto/tema/lugar
ático	pavimento/piso/andar
átomo	materiais/substância
âmbito	ambiente
ânimo	caráter/personalidade
ânsia	abalo/comoção/emoção/sentimento
ânus	anatomia
égua	equino/equídeo/ungulados
época	etapa/etapa/etapa/tempo/tempo/tempo/período/período/período
ética	motivação/necessidade/motivo/intenção
êxito	obtenção/realização
íman	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
ímã	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
índices	registro
índole	feição/peculiaridade
ódio	abalo/comoção/emoção/sentimento
óleo	lipido/lipídio/lípido/lípidos/lípidos/gordura
ópio	narcótico
órgão	anatomia/agência/escritório/fragmento/parte
ósculo	contato/toque
óvulo	gameta/gâmeta

