1940s	decênio/década
circulação	colecção/coleção/aglomeração/acúmulo
circulo	formato/forma
circum-navegação	travessia/viagem
circumnavegação	travessia/viagem
circuncisão	rito/liturgia
circunferência	tamanho/dimensão/medida/magnitude
circunscrição	regiões/região
circunstância	ambiente/informação/conhecimento
circunvolução	rotação
cirro	nuvem
cirrocumulus	nuvem
cirrus	nuvem/nuvem
cirurgião	dr./doutor/médico
cirurgião-geral	executivo
cisma	divisão
cisterna	vasilhame/vasilha/vaso
cisão	divisão
citação	entrega
citocina	proteina/proteína/proteínas/proteínas
citocinas	proteina/proteína/proteínas/proteínas
citologia	biologia
citoplasma	proto-plasma/proto-plasma/protoplasma
citostoma	boca
citrato	sais/sais/sal/sal
citrino	fruta
citóstoma	boca
civadeira	sacola/saco/bolsa
civil	cidadã/cidadão
civilidade	acção/atividade/ato/ação
civilização	sociedade/sociedade
ciência	disciplina/campo/domínio/capacidade/conhecimento/poder/saber/habilidade/talento
cladódio	caule/tronco
clara	ingrediente
clarabóia	fenestra/janela
clareador	trabalhador
clareira	terreno/campo/gleba/terreno/região
clarence	carruagem
clareza	qualidade
claridade	qualidade
clarificação	melhoramento/melhoria
clarineta	instrumentalista/instrumentista/tocador/músico
clarinetista	instrumentalista/instrumentista/tocador/músico
classe	colecção/aposento/conceito/coleção/hierarquia/hierarquia/aglomeração/categoria/concepção/idéia/acúmulo/população/quarto/gente/pessoal/posto/posto/sala/família/ideia/povo/jogo/grupo/posição/posição/elegância/taxon/taxon/taxon/taxon/taxón/taxón/táxon/táxon/arranjo/categoria/categoria/categoria/categoria/categoria/categoria/categoria/espécies/espécies/espécies/espécies/espécies/espécies/raça/raça/raça/raça/raça/raça/situação/condição/estado/género/género/género/género/género/género/família/tipo/tipo/tipo/tipo/tipo/tipo/reunião/reunião/grupo
classificação	agrupamento/agrupamento/arranjo/operação
clava	porrete/bastão/pau/vara
clavicula	osso
clavícula	osso
clepsidra	relógios/relógios/relógio/relógio
clerestório	fenestra/janela
cliché	comentário/observação
cliente	calculadora/computador/consumidor
clientela	população/gente/pessoal/povo
clientelismo	organização
climax	instante/momento/segundo
clique-claque	ruído/som
clofibrato	medicamento/remédio
clone	organismo/ser
clorato	sais/sal
cloratos	sais/sal
cloridrato	composto
clorito	minérios/mineral
cloro	gás
clorobenzeno	hidrocarboneto
clorofila	pigmentos/pigmento
clube	prédio/associação/edifício/sociedade/união/organização/ordem
clássico	artista/criação
cláusula	seção/parte
clérigo	líder/chefe
clímax	ápice/nível/fase/grau
cnidarios	filo/filo
cnidários	filo/filo/filo/filo
coabitante	amiga/camarada/conhecido/amizade/amigo
coacção	causalidade/causa
coadjutor	criado/ajudante/assistente/servidor
coagulação	torrão/pedaço/bola/grupo/atividade/ação
coagulação-floculação	atividade/ação
coalescência	unificação/junção
coalhada	lacticínio/laticínio
coalizão	organização/estado/união/ligação
coação	colaboração/cooperação
cobaia	alguém/indivíduo/alma/pessoa
cobalto	metal/metais/metais
cobardia	ânimo
coberta	proteção/capa
cobertor	cobertura/capa
cobertura	apartamento/artefato/capa/capa
cobrador	trabalhador
cobre	metal/metal/metais/metais/metais/metais/condutor/condutor/divisa/peça/moeda/prata
cobres	divisa/moeda/dinheiro
coca	arvoreta/arbusto/mato/moita
cocho	contentor/contêiner/recipiente
cociente	número
cocktail	balada/festa
coda	conclusão
coentro	erva/aromatizante/condimento/tempero/erva
coenzima	molécula
coerção	causalidade/causa
coerência	conexão/ligação
coesão	conexão/ligação/força
coexistência	existência/existência/ser
cofre	caixa
cogitação	conceito/idéia/pensamento/opinião
cognac	brandy/conhaque
cognato	verbo/vocábulo/termo/palavra
cognome	antenome/prenome/nome/denominação/antenome/prenome/nome/título
cogumelo	verdura/hortaliça/legume/vegetal
cogumelos	verdura/hortaliça/legume/vegetal
coice	estimulante/estímulo/movimento
coifa	cobertura/capa
coincidência	acidente/ocorrente/ocorrência/acontecimento
coirela	banda
coisa	abstracção/entidade/ocorrente/abstracto/ocorrência/abstrato/acção/coisas/coisas/acontecimento/atividade/ato/ação
coisas	objeto
coitelo	armamento/arma
coito	transa/sexo
colaborador	associado
colaboração	cooperação/cooperação
colagem	colecção/coleção/aglomeração/acúmulo
colangite	inflamação/inflamação
colapso	enfermidade/doença/ocorrente/ocorrente/ocorrência/ocorrência/acontecimento/acontecimento
colar	joalharia/joalheria/jóia
colarinho	abertura/faixa
colcheia	ruído/som
colchicina	analgésicos/analgésico
colecionador	alguém/indivíduo/alma/pessoa
colecistite	inflamação
colectas	imposto
colecção	agrupação/conjunto/grupo
colega	homem/associado/associado/associado/associado/amiga/amiga/amiga/camarada/camarada/camarada/conhecido/conhecido/conhecido/amizade/amizade/amizade/amigo/amigo/amigo
coleira	joalharia/joalheria/jóia/restrição/faixa/limitação
colelitíase	litíase/pedra
colestase	transtorno/transtorno/distúrbio/distúrbio/bagunça/bagunça/doença/doença
coleta	reza/oração/petição/buscar/procurar
colete	vestuário/roupa
coletivismo	ideologia
coletor	trabalhador
coletânea	publicação/edição
coleção	publicação/edição/agrupamento/agrupação/conjunto/grupo
colheita	sazão/estação/tempo/período/rendimento/reunião
colher	contentor/contêiner/recipiente/conteúdo
colherada	conteúdo
coligação	organização/estado/união/ligação
colina	morro/barranco/montanha/ladeira/monte/elevação
colisión	acidente
colisão	acidente/toque
colite	inflamação
collant	vestuário/roupa
colmilho	dentes/dente
colocatário	amiga/camarada/conhecido/amizade/amigo
colocação	acumulação/acúmulo/atividade/ocupação/conexão/relação
colofon	naipe/emblema
coloide	solução/mistura
colonialismo	victimização/exploração
colonização	constituição/estabelecimento/organização
colorante	materiais
colorímetro	metro
coltan	minérios/mineral
coluna	edifício/tecido/estrutura/artigo/array/formato/forma/ordem
colunata	edifício/tecido/estrutura
colunista	periodista/jornalista
colunistas	periodista/jornalista
colégio	prédio/edifício/escola
colóide	solução/mistura
colónia	região
colóquio	discurso
colônia	comunidade/região/grupo
comandante	líder/líder/chefe/chefe/militar/oficial
comando	exército/militar
comarca	regiões/região
combate	certame/concurso/peleja/pugna/competição/torneio/disputa/partida/batalha/batalha/batalha/jogo/luta/luta/boxe/pugilismo/conflito/conflito/luta/luta
combatente	alguém/indivíduo/alma/pessoa
combinação	colecção/coleção/aglomeração/acúmulo/cáculo/operação
comboio	colecção/coleção/aglomeração/acúmulo
combustível	carburante
comediante	actor/ator/artista/intérprete/intérprete
comedor	consumidor
comemoração	cerimónia/cerimônia/festa
comensalismo	organismo/ser
comentarista	autor/escritor/especialista
comentário	afirmação/afirmação/declaração/declaração
comercialismo	transação
comercialização	desenvolvimento/exploração
comerciante	empresário/empresário
comerembanquete	repasto/refeição
comestibilidade	atributo/propriedade
comestivel	nutriente/comida/alimento
cometimento	crime/ofensa
começo	ocorrente/ocorrência/acontecimento/instante/início/início/início/componente/princípio/princípio/princípio/momento
comichão	apetite/pretensão/anseio/desejo
comida	nutriente/alimento/sólida/sólido
cominho	erva/erva
comissário	membro
comissão	organização
comitiva	reunião
comité	junta/comissão/comitê/organização
comitê	junta/comissão/comité/organização
common-law	jurisprudência/lei
comoção	desordem/bagunça
compactação	compressão/compressão/pressão/pressão
compacto	auto/automóvel/viatura/carro/veículo
compaixão	camaradagem/camaradagem/simpatia/simpatia/piedade/piedade/piedade
companheiro	parente/amiga/amiga/amiga/camarada/camarada/camarada/conhecido/conhecido/conhecido/amizade/amizade/amizade/amigo/amigo/amigo
companherismo	amizade
companhia	visitante/visita/organização/organização/corpo/corpo/corpo/corpo
compania	associação/sociedade/união/organização/ordem
comparação	inspecionar/conexão/examinar/relação
comparsa	criado/ajudante/assistente/servidor
compartimento	aposento/quarto/sala
compatibilidade	característica/qualidade/camaradagem/simpatia/compaixão/piedade
compatriota	súdito/cidadão
compatrício	súdito/cidadão
compensação	retificação/retificação/correção/correção/recompensa/recompensa
competidor	alguém/indivíduo/alma/pessoa/contendor
competição	certame/concurso/torneio/partida/jogo
competência	habilidade/habilidade
compilador	programa
compilação	agregação/coletânea/coleção/coleção/compêndio/reunião
complexidade	qualidade
complicação	doenças/situação/condição/doença/interferência/atrapalhação/impedimento
complô	planos/táctica/estratégia
componente	conceito/concepção/idéia/ideia/parte/porção/conexão/relação/parte
comportamento	feição/peculiaridade/actividade/acção/atividade/atividade/atividade/ocupação/ocupação/ação
compositor	musico/músico/músico
composição	espaçamento/posição/atributo/totalidade/totalidade/criação/propriedade
compostagem	solução
composto	totalidade
compota	sobremesa/doce
compra	aquisição/aquisição
comprador	consumidor
compreensibilidade	qualidade
compreensão	influência/força/tendência
compressão	concentração
comprimento	alcance/extensão
compromisso	câmbio/troca/colaboração/cooperação/afirmação/declaração/encontro/reunião
comprovação	marcadores/marca/selo
compulsividade	feição/peculiaridade
computador	maquinaria/maquinaria/especialista/máquina/máquina
compêndio	publicação/edição/livro
compósito	materiais
comunicado	acção/feito/ato/ação
comunicador	alguém/indivíduo/alma/pessoa
comunicação	acção/feito/ato/ação/abstração/afirmação/declaração
comunidade	agrupação/conjunto/reunião/grupo
comunismo	ideologia
comute	jornada/viagem
comércio	comercialismo/comercialismo/comercialismo/mercantilismo/mercantilismo/mercantilismo/transação/transação
concatenação	conexão/ligação
concavidade	contorno/sólida/sólido
conceito	idéia/pensamento/opinião
concentração	assembléia/reunião/atributo/espaçamento/faculdade/crescimento/propriedade/aumento/talento
concepção	conceito/idéia/pensamento/opinião/criatividade/criatividade/transa/início/sexo/começo/princípio
concerto	atuação
concertos	atuação
concessão	consenso/consenso/pacto/pacto/aliança/aliança/conformidade/conformidade/aprovação/aprovação/acordo/acordo
concha	vasilhame/carapaça/carapaça/carapaça/vasilha/vaso
conciliador	intercessor/mediador/intermediário
conclave	reunião
conclusão	ocorrente/termino/ocorrência/terminação/acontecimento/seção/instante/momento/parte
concordância	consenso/pacto/aliança/conformidade/aprovação/acordo
concorrente	alguém/indivíduo/alma/pessoa/competidor/contendor
concupiscência	apetite/pretensão/anseio/desejo
concílio	assembleia/assembléia/reunião
concórdia	consenso/pacto/aliança/conformidade/aprovação/acordo
condado	hierarquia/posto/classe/posição/região/domínio
condenado	cativo/preso/prisioneiro/refém
condenação	situação/condição/estado/período
condensação	atividade/ação
condestável	policial/polícia/agente/guarda
condimento	aromatizante/aromatizante/ingrediente/tempero/tempero
condição	contexto/circunstância/atributo/predicado/afirmação/característica/declaração/situação/situação/situação/estado/estado/estado/propriedade
condições	contexto/contexto/circunstância/circunstância
condolência	reconhecimento
condominio	alojamento/abrigo/casa
condomínio	alojamento/abrigo/casa
condrito	rocha/pedra
conductor	manipulador/operador
conduta	feição/peculiaridade/acção/atividade/atividade/ocupação/ato/ação
condutas	canais/pipeline/cachimbo/cano/conduto/tubo/ducto/duto/canal
conduto	passagem
condutor	materiais/manipulador/operador
condução	travessia/orientação/viagem
cone	artefato/artefato
conectividade	atributo/propriedade
conector	apetrecho/equipamento/instrumento
conexão	conhecida/transporte/conhecido/transferência/amizade/amigo/abstração/provedor/fornecedor/estado/união/memória/relação/ligação/ligação
confederação	coalizão/coligação/fusão/união
conferência	debate/discussão/reunião/reunião
confete	papel
confiabilidade	feição/peculiaridade
confiança	convicção/crença/fé/opinião/certeza/segurança
confidente	amiga/camarada/conhecido/amizade/amigo
confins	fronteiras/fronteira/limite
confirmação	informação/prova/sacramento
confiscação	aquisição
confissão	documentação/documento
conflagração	incêndio/fogo
conflito	peleja/pugna/disputa/combate/batalha/luta/incompatibilidade/situação/condição/estado/luta
conflitos	incompatibilidade
conformidade	consenso/acordo/colaboração/cooperação/consenso/consenso/consenso/consenso/pacto/pacto/pacto/pacto/aliança/aliança/aliança/aliança/aprovação/aprovação/aprovação/aprovação/acordo/acordo/acordo/acordo
conforto	socorro/ajuda/assistência/riqueza
confronto	resistência/situação/condição/estado
confusão	equívoco/engano/falha/erro/desordem/bagunça
congestão	sintoma
conglomerado	rocha/pedra
congratulação	expressão
congregação	assembléia/reunião
congressista	representante
congresso	legislatura/legislatura/reunião/reunião
congênere	todo/unidade
conhaque	brandy/álcool
conhecedor	autoridade
conhecida	alguém/indivíduo/alma/pessoa
conhecido	alguém/alguém/indivíduo/indivíduo/alma/alma/pessoa/pessoa/relação/ligação
conhecimento	cognição/noção/compreensão/informação/compreensão/habilidade
conjectura	possibilidade/suposição/teoria/hipótese
conjuntivite	inflamação
conjunto	colecção/coleção/aglomeração/acúmulo/jogo/grupo/abstração/abstração/parafernália
conjuntura	ocorrente/ocorrência/acontecimento
conjunção	encontro/encontro/reunião/reunião/conector/estado/união/ligação/ligação
connaisseur	autoridade
conotação	sentido/significado/intenção
conquiliologia	agregação/coleção/reunião
conquista	triunfo/triunfo/êxito/êxito/acção/sucesso/sucesso/atividade/ato/ação
consagração	santificação
consanguinidade	parentesco/relação
consciência	morais/moralidade/moralidade/ética/moral/moral/virtude/compreensão
conselheiro	autoridade
conselho	junta/comissão/comité/comitê/mensagem/proposta/tópico/assunto/conteúdo
consenso	acordo/concórdia/aplauso/harmonia/paz/conformidade/aprovação/acordo
consentimento	aplauso/aplauso/consenso/pacto/aliança/conformidade/aprovação/aprovação/aprovação/acordo
consequência	fenómeno/fenômeno/significação/significado
conseqüência	fenómeno/fenômeno/placar/placar/resultado/resultado
conserto	melhoramento/melhoria
conservadorismo	ideologia/ideologia
conservatório	escolas/colégio/departamento/escola/colégio/escola
conservação	protecção/proteção/melhoria/progresso
consideração	discurso/discussão/ideia/informação/conhecimento
consignação	entrega
consistência	atributo/propriedade
consoada	efeméride/feriado
consoante	caracter/caractér/carácter/letra/fone/fonema
consoantes	fone/fonema
consogro	parente
consolação	socorro/ajuda/assistência
consolo	socorro/ajuda/assistência
consommé	sopa
consorte	cónjuge/cônjuge/esposa/esposo/marido/parente/companheiro
conspiração	planos/táctica/estratégia/aplauso/consenso/pacto/aliança/conformidade/aprovação/aprovação/acordo
constante	número
consternação	abalo/comoção/emoção/sentimento/temor/temor/terror/terror/medo/medo
constitucionalismo	ideologia
constitucionalista	proponente/defensor/advogado/representante
constituintes	comunidade/grupo
constituição	leis/atributo/início/lei/começo/propriedade
constructora	materiais
construtividade	qualidade
construtivista	artista
construtor	creador/creador/criador/criador/criativo/criativo
construção	industria/empresa/negócio/comércio/edificação
consulta	acção/atividade/ato/ação
consultor	autoridade
consumismo	campanha/causa
consumo	demanda/pedido/atividade
consórcio	associação/sociedade/união/organização/ordem
conta	joalharia/joalheria/jóia/requerimento/requisição/solicitação/pedido/petição/investigação/apelo/número
